TID|Genre|Style|StyleDesciption|Style_address
70000320|Hip Hop|Jazzy Hip-Hop|A style of Hip-Hop that comes from the late 1980's and early 1990's which heavily uses samples and musical styles from Jazz music. Sound could be described as having a mellow or laid back feel. Later releases began to use live instrumentation over sampled loops. Lyrical content often sides on more Afrocentric and racially positive subject matters.|/style/jazzy+hip-hop
70000321|Hip Hop|Kwaito|Generally referred-to as a domesticated flavour of hip-hop, the kwaito style emerged in Johannesburg, South Africa during the early 90's. Bass-heavy, it borrows much from US hip-hop as well as house music (comparable to having a 45RPM Chicago-house record slowed down to 33RPM). It often features some typical reggae tinges and includes traditional African beats (or samples). Wikipedia's article on kwaito is rather accurate. Popular amongst the largely black township dwellers, this musical style is slowly spreading overseas.|/style/kwaito
70000322|Hip Hop|Miami Bass||/style/miami+bass
70000323|Hip Hop|Motswako|Motswako is Southern African style of hip-hop music popular in Botswana and South Africa performed with lyrics in a mix of Setswana and English. The style has since grown to see artists' perform with lyrics in Sesotho, Zulu, French and Afrikaans, depending on the origin.The style developed in the late nineties when artists such as HHP and Baphixile started rapping in their native Setswana language. It has since grown to become one of the more popular music sub-genres in Southern Africa, with notable artists such as Nomadic, 91 Emcees Street, BTP, Dramaboi, Cassper Nyovest, Tuks Senganga, Khuli Chana, Fifi Cooper, Mo'Molemi and Zeus among some of the more poular performers.|/style/motswako
70000324|Hip Hop|Phonk||/style/phonk
70000325|Hip Hop|Pop Rap|Pop-rap is a genre of music fusing the rhythm-based lyricism of hip hop music with pop music's preference for melodious vocals and catchy tunes, which gained mainstream popularity during the 1990s. The lyrics are often lighthearted, with choruses similar to those heard in pop music. The influences and roots of pop rap trace back to late 1980s hip hop artists, such as Run DMC, LL Cool J, and Beastie Boys.In the 1980s, rap artists including Run DMC, Beastie Boys and LL Cool J set up the blueprints and origins of pop-rap as they suddenly broke into the mainstream. LL Cool J has been described as the very first "pop-rapper"; in history, when he rose to prominence on his 1985 debut album Radio. MTV has described LL Cool J's 1987 single "I Need Love,"; as "one of the first pop-rap crossover hits";. Later, rap artists such as Tone Loc, Young MC, and Fresh Prince then made songs with lots of party tunes and storytelling abilities as they became very popular. During the 1990s, pop rap began to expand even more as hip hop music also began to connect strongly with dance music and R&B.In the early 1990s, MC Hammer and Vanilla Ice broke into the mainstream with songs like "U Can't Touch This"; and "Ice Ice Baby";, respectively. They caused pop-rap to be "derided (and, occasionally, taken to court) for its willingness to borrow"; from well-known hit singles. By the end of the 1990s and early 2000s rappers such as Ja Rule fused gangsta rap themes with 1980s pop and soul elements; pop-rap was dominated by many artists.During the early 2000s, pop-rap returned with a whole different style. It then went back into the mainstream with the success of The Black Eyed Peas who had smash singles such as "Where Is the Love?"; which came off their Elephunk album. During the late 2000s, pop-rap had many artists such as Drake, will.i.am, Nicki Minaj and Wiz Khalifa emerge.|/style/pop+rap
70000326|Hip Hop|Ragga HipHop||/style/ragga+hiphop
70000327|Hip Hop|RnB/Swing|This style was an older database entry that amalgamated [Contemporary R&B](|/style/rnb/swing
70000328|Hip Hop|Screw|Chopped and screwed (very rarely also called screwed and chopped or slowed and throwed), is a technique of remixing hip hop music which developed in the Houston hip hop scene in the early 1990s. This is accomplished by slowing the tempo down to between 60 and 70 quarter-note beats per minute and applying techniques such as skipping beats, record scratching, stop-time, and affecting portions of the music to make a "chopped-up"; version of the original.DJ Screw is largely recognized as the innovator behind the chopped and screwed genre. DJ Screw's key technique involved playing the same record on both turntables with a delay between them of one beat and quickly moving the crossfader side to side. This created an effect where the words or beats in a song were repeated without interrupting its tempo.In Houston, a different approach of slowing music down, rather than speeding it up, developed. It is unknown when DJ Screw definitively created "screwed and chopped"; music: Screw said he started slowing music down in 1990 and also in Tulsa, Oklahoma, DJ Dinero And DJ Z-Nasty helped popularize chopped and screwed music in the Mid South. There is no debate, however, that DJ Screw invented the music style."; He discovered that dramatically reducing the pitch of a record gave a mellow, heavy sound that emphasized lyrics to the point of almost storytelling. After messing around with the sound for a while Screw started making full length "Screw Tapes";. At first the music was only referred to as "screw music";, was limited to the South Side of Houston, and was seen as laid-back driving music. As Screw's tapes started to gain popularity he started selling his tapes for around $10. Screw was known to feature some of Houston's most renowned rappers from the South Side. This eventually led to the formation of the Screwed Up Click.Between 1991 and 1992, there was a large increase in use of purple drank in Houston. Purple drank has been considered to be a major influence in the making of and listening to chopped and screwed music due to its perceived effect of slowing the brain down, giving slow, mellow music its appeal. DJ Screw, however, repeatedly denounced the claim that one has to use purple drank to enjoy screwed and chopped music. Screw, a known user of purple drank, said he came up with chopped and screwed music when high on marijuana. Purple drank was very popular in Houston because of two factors; a lot of strict drug laws in Texas kept the more popular drugs like cocaine and marijuana from crossing state lines which spared Houston the worst effects of the crack epidemic, and the cheap availability of cough syrup in supermarkets in the 1980s.In the mid-1990s, chopped and screwed music started to move to the north side of Houston by way of DJ Michael "5000"; Watts, and later OG RON C. It wasn't long until a rivalry between north and south Houston started over who were the "originators"; and who were the "adopters";. Michael "5000"; Watts always gave credit to DJ Screw as the originator of chopped and screwed music, which is he calls the genre "screwed and chopped";. In the late 1990s, with the help of P2P groups such as Napster, chopped and screwed music spread to a much wider audience.|/style/screw
70000329|Hip Hop|Spaza|Spaza is a South African style of hip-hop music that originated in Gugulethu on the Cape Flats, on the outskirts of Cape Town, South Africa around the turn of the century. The style is named after the spaza shops, informal corner stores on the flats, where often times rappers can be found performing with lyrics in a mix of Xhosa and township slang.Early proponents of the style were artists such as Driemanskap, Backyard Crew, Rattex, Middlefinga, Manqoba, Baby Brown and Kritsi Ye'Spaza. The style has since gained nationwide popularity with some artists even achieving International acclaim and touring overseas. |/style/spaza
70000330|Hip Hop|Thug Rap|Lyrics describe the criminal life or mind of the rapper, or at least what they claim. The purpose of the lyrics is to prove the rapper's street credit by saying how tough and bad they are.|/style/thug+rap
